Date,Open,High,Low,Close,Adj Close,Volume
2022-03-24,1211.569946,1239.910034,1174.420044,1236.439941,1236.439941,483300
2022-03-25,1226.319946,1234.989990,1150.699951,1166.329956,1166.329956,585000
2022-03-28,1160.510010,1230.000000,1160.510010,1225.160034,1225.160034,558400
2022-03-29,1245.670044,1267.670044,1221.979980,1256.500000,1256.500000,495700
2022-03-30,1239.300049,1255.510010,1192.810059,1209.849976,1209.849976,363700
2022-03-31,1212.449951,1223.930054,1188.319946,1189.479980,1189.479980,407600
2022-04-01,1213.630005,1251.560059,1205.170044,1224.130005,1224.130005,369600
2022-04-04,1240.000000,1275.819946,1227.000000,1265.010010,1265.010010,390200
2022-04-05,1263.989990,1265.300049,1204.729980,1218.150024,1218.150024,309500
2022-04-06,1190.000000,1190.000000,1137.160034,1163.969971,1163.969971,504800
2022-04-07,1155.000000,1192.489990,1145.819946,1173.140015,1173.140015,265000
2022-04-08,1157.939941,1178.900024,1139.119995,1160.800049,1160.800049,362600
2022-04-11,1136.170044,1154.500000,1116.150024,1125.689941,1125.689941,404600
2022-04-12,1165.430054,1185.869995,1113.849976,1115.979980,1115.979980,455100
2022-04-13,1115.000000,1144.040039,1104.030029,1135.750000,1135.750000,327900
2022-04-14,1120.000000,1129.739990,1059.109985,1060.339966,1060.339966,510700
2022-04-18,1050.000000,1081.599976,1031.199951,1070.040039,1070.040039,352100
2022-04-19,1055.449951,1139.339966,1055.449951,1130.349976,1130.349976,343000
2022-04-20,1137.800049,1137.800049,1078.569946,1080.160034,1080.160034,383200
2022-04-21,1100.000000,1111.219971,1010.820007,1014.010010,1014.010010,407500
2022-04-22,1010.000000,1029.939941,967.330017,979.820007,979.820007,526700
2022-04-25,972.799988,1043.390015,968.890015,1041.920044,1041.920044,456600
2022-04-26,1017.229980,1038.819946,1006.489990,1019.840027,1019.840027,634700
2022-04-27,1006.289978,1066.140015,1005.859985,1024.739990,1024.739990,422000
2022-04-28,1044.000000,1056.949951,1002.789978,1040.000000,1040.000000,427700
2022-04-29,1029.180054,1050.489990,965.820007,973.630005,973.630005,544100
2022-05-02,972.119995,1006.869995,958.609985,1002.789978,1002.789978,411700
2022-05-03,998.909973,1034.760010,981.010010,996.640015,996.640015,326600
2022-05-04,981.599976,1028.989990,925.000000,1023.210022,1023.210022,547300
2022-05-05,993.000000,994.489990,900.419983,913.219971,913.219971,798100
2022-05-06,960.010010,986.000000,883.669983,927.549988,927.549988,1180000
2022-05-09,892.940002,899.429993,764.010010,770.989990,770.989990,1300000
2022-05-10,808.080017,836.130005,766.119995,774.440002,774.440002,1020100
2022-05-11,771.799988,774.989990,674.530029,679.679993,679.679993,1122200
2022-05-12,655.000000,747.119995,640.000000,722.929993,722.929993,1233700
2022-05-13,751.000000,805.880005,738.830017,794.960022,794.960022,873400
2022-05-16,774.210022,823.000000,767.059998,787.809998,787.809998,717600
2022-05-17,815.010010,835.320007,772.780029,834.880005,834.880005,696400
2022-05-18,802.010010,824.849976,745.770020,749.299988,749.299988,660200
2022-05-19,752.599976,823.330017,752.599976,801.570007,801.570007,953800
2022-05-20,824.710022,832.950012,732.000000,775.650024,775.650024,1069900
2022-05-23,775.929993,782.830017,736.900024,774.299988,774.299988,848400
2022-05-24,745.119995,745.119995,690.500000,699.859985,699.859985,917000
2022-05-25,703.619995,734.530029,696.799988,723.000000,723.000000,767300
2022-05-26,725.219971,788.789978,718.010010,783.440002,783.440002,731000
2022-05-27,802.359985,818.640015,785.010010,811.440002,811.440002,469800
2022-05-31,807.000000,812.179993,765.750000,785.880005,785.880005,580400
2022-06-01,797.559998,806.840027,741.960022,762.239990,762.239990,562400
2022-06-02,770.000000,837.809998,770.000000,836.739990,836.739990,546400
2022-06-03,815.190002,826.150024,787.619995,788.900024,788.900024,484300
2022-06-06,818.369995,824.830017,794.010010,803.989990,803.989990,397500
2022-06-07,797.429993,835.000000,782.960022,824.679993,824.679993,633900
2022-06-08,824.119995,848.190002,813.479980,824.619995,824.619995,528400
2022-06-09,803.489990,810.000000,746.179993,748.409973,748.409973,677400
2022-06-10,730.630005,735.859985,689.020020,691.690002,691.690002,918900
2022-06-13,643.960022,659.960022,615.229980,626.940002,626.940002,1220600
2022-06-14,630.960022,634.669983,600.679993,616.400024,616.400024,763300
2022-06-15,629.320007,683.849976,629.119995,672.690002,672.690002,1015100
2022-06-16,633.099976,641.669983,609.049988,612.700012,612.700012,626600
2022-06-17,625.239990,648.619995,614.000000,635.219971,635.219971,751000
2022-06-21,654.799988,673.590027,645.869995,656.700012,656.700012,791100
2022-06-22,639.950012,695.679993,638.119995,677.400024,677.400024,719100
2022-06-23,684.489990,710.000000,674.750000,698.640015,698.640015,637700
2022-06-24,713.909973,745.900024,712.469971,739.460022,739.460022,654300
2022-06-27,745.390015,752.659973,711.520020,717.309998,717.309998,657500
2022-06-28,721.000000,726.719971,659.090027,665.000000,665.000000,659900
2022-06-29,657.710022,672.090027,638.179993,660.130005,660.130005,449900
2022-06-30,646.380005,653.320007,611.460022,636.869995,636.869995,700400
2022-07-01,642.619995,665.950012,631.869995,659.950012,659.950012,521100
2022-07-05,649.020020,719.820007,627.859985,713.570007,713.570007,756700
2022-07-06,722.090027,728.409973,697.010010,704.549988,704.549988,664100
2022-07-07,705.530029,727.169983,700.739990,721.619995,721.619995,490400
2022-07-08,702.219971,720.590027,682.200012,708.630005,708.630005,395700
2022-07-11,696.320007,696.330017,654.559998,659.919983,659.919983,512700
2022-07-12,663.200012,678.409973,643.590027,653.630005,653.630005,578700
2022-07-13,633.000000,666.200012,615.539978,655.750000,655.750000,627300
2022-07-14,648.340027,665.000000,630.229980,655.690002,655.690002,586900
2022-07-15,658.000000,698.510010,657.719971,689.989990,689.989990,749400
2022-07-18,700.200012,723.659973,680.820007,691.840027,691.840027,687800
2022-07-19,713.809998,725.630005,694.640015,724.750000,724.750000,463900
2022-07-20,725.169983,784.450012,724.650024,779.679993,779.679993,819400
2022-07-21,771.520020,790.760010,765.929993,789.200012,789.200012,453400
2022-07-22,783.000000,802.419983,752.960022,763.919983,763.919983,514100
2022-07-25,766.000000,773.969971,751.000000,762.780029,762.780029,361800
2022-07-26,740.489990,743.849976,720.840027,727.789978,727.789978,550400
2022-07-27,743.960022,794.950012,740.739990,791.669983,791.669983,581600
2022-07-28,792.719971,811.570007,766.599976,803.750000,803.750000,631100
2022-07-29,818.210022,825.000000,794.159973,813.710022,813.710022,667400
2022-08-01,805.539978,838.969971,785.000000,813.969971,813.969971,497000
2022-08-02,798.760010,849.000000,798.760010,837.590027,837.590027,491100
2022-08-03,852.559998,892.969971,848.840027,890.869995,890.869995,856300
2022-08-04,994.500000,1084.989990,993.000000,1034.829956,1034.829956,1851200
2022-08-05,1014.719971,1056.540039,1007.239990,1024.810059,1024.810059,849500
2022-08-08,1042.079956,1074.500000,1018.000000,1024.250000,1024.250000,618400
2022-08-09,1015.799988,1015.799988,972.729980,995.500000,995.500000,544800
2022-08-10,1050.000000,1076.760010,1041.569946,1064.229980,1064.229980,720300
2022-08-11,1076.880005,1090.599976,1021.030029,1032.469971,1032.469971,486400
2022-08-12,1050.000000,1083.599976,1042.660034,1081.079956,1081.079956,508500
2022-08-15,1073.000000,1095.339966,1067.089966,1082.660034,1082.660034,399800
2022-08-16,1070.410034,1080.000000,1040.459961,1053.750000,1053.750000,644500
2022-08-17,1030.000000,1039.310059,990.000000,997.900024,997.900024,839100
2022-08-18,995.000000,995.000000,975.460022,977.520020,977.520020,540600
2022-08-19,950.000000,952.070007,904.210022,909.760010,909.760010,840400
2022-08-22,880.880005,894.929993,860.000000,878.090027,878.090027,804400
2022-08-23,889.000000,908.159973,875.710022,887.039978,887.039978,516900
2022-08-24,881.289978,917.440002,879.500000,898.000000,898.000000,490600
2022-08-25,909.020020,919.840027,896.099976,919.179993,919.179993,495000
2022-08-26,920.000000,934.599976,877.789978,877.799988,877.799988,538000
2022-08-29,854.010010,891.619995,853.280029,875.169983,875.169983,358200
2022-08-30,890.000000,903.450012,849.250000,862.099976,862.099976,572000
2022-08-31,868.109985,886.289978,851.630005,855.359985,855.359985,487400
2022-09-01,833.280029,860.000000,812.460022,858.789978,858.789978,689000
2022-09-02,872.000000,883.239990,847.150024,855.909973,855.909973,492300
2022-09-06,855.330017,871.640015,831.349976,857.929993,857.929993,645000
2022-09-07,858.140015,893.640015,848.390015,887.690002,887.690002,542900
2022-09-08,867.859985,930.650024,866.000000,922.539978,922.539978,831100
2022-09-09,932.539978,976.200012,932.539978,970.989990,970.989990,1190100
2022-09-12,974.830017,1011.989990,974.830017,1002.010010,1002.010010,704400
2022-09-13,946.369995,969.989990,935.000000,943.900024,943.900024,720700
2022-09-14,947.080017,970.859985,925.000000,960.330017,960.330017,361000
2022-09-15,942.340027,982.830017,942.340027,965.780029,965.780029,682300
2022-09-16,932.950012,933.500000,904.880005,919.109985,919.109985,629000
2022-09-19,900.200012,933.700012,900.200012,933.099976,933.099976,485400
2022-09-20,922.580017,929.809998,903.109985,905.690002,905.690002,506800
2022-09-21,905.890015,931.479980,887.359985,887.500000,887.500000,639300
2022-09-22,876.130005,884.900024,843.690002,850.000000,850.000000,637400
2022-09-23,833.750000,840.429993,808.000000,815.010010,815.010010,561700
